"Matrix Size","Save Time","Dot Product Time"
10,0.0042288303375244,0.0068469047546387
20,0.00057601928710938,0.0054130554199219
30,0.0011179447174072,0.0068149566650391
40,0.0012850761413574,0.009411096572876
50,0.0018999576568604,0.01341986656189
60,0.0026571750640869,0.017024040222168
70,0.0040140151977539,0.022483825683594
80,0.004641056060791,0.028669118881226
90,0.0060031414031982,0.036262989044189
100,0.0076580047607422,0.045197010040283
110,0.0089061260223389,0.053954124450684
120,0.011550903320312,0.063230037689209
130,0.012463092803955,0.075806856155396
140,0.014410018920898,0.082578897476196
150,0.016183137893677,0.091982841491699
160,0.018265008926392,0.10335111618042
170,0.020135879516602,0.11618399620056
180,0.023000955581665,0.13023281097412
190,0.02569317817688,0.14620018005371
200,0.028189182281494,0.15944695472717
210,0.032393217086792,0.18269205093384
220,0.035683155059814,0.20294380187988
230,0.037477970123291,0.21198797225952
240,0.041537046432495,0.22921299934387
250,0.04483699798584,0.24869084358215
260,0.048535108566284,0.27291393280029
270,0.051780939102173,0.31502914428711
280,0.056752920150757,0.31461691856384
290,0.061647891998291,0.33703207969666
300,0.064847946166992,0.3813750743866
310,0.071238994598389,0.39408588409424
320,0.072262048721313,0.41287803649902
330,0.078771829605103,0.44620609283447
340,0.084161996841431,0.4687328338623
350,0.089409828186035,0.49899792671204
360,0.095077037811279,0.52575302124023
370,0.1159930229187,0.56773209571838
380,0.1072781085968,0.64334082603455
390,0.11710095405579,0.67987513542175
400,0.12298583984375,0.67849516868591
410,0.12398195266724,0.69732999801636
420,0.13390111923218,0.71962904930115
430,0.13289904594421,0.79351305961609
440,0.14280414581299,0.81572699546814
450,0.14865589141846,0.83213806152344
460,0.15250110626221,0.85005497932434
470,0.15540409088135,0.89066600799561
480,0.16212797164917,0.92487692832947
490,0.17081499099731,0.95535492897034
500,0.18009805679321,1.0156381130219
510,0.18637013435364,1.0458550453186
520,0.19115304946899,1.0865521430969
530,0.20167016983032,1.1408190727234
540,0.21374297142029,1.2432811260223
550,0.22035598754883,1.2124819755554
560,0.2270610332489,1.2738561630249
570,0.23918008804321,1.2992160320282
580,0.24943399429321,1.3662548065186
590,0.25827097892761,1.3976740837097
600,0.26767301559448,1.4444098472595
610,0.27749395370483,1.4907469749451
620,0.28631997108459,1.538850069046
630,0.29408693313599,1.6580030918121
